,Penyakit,Gejala_1,Gejala_2,Gejala_3,Gejala_4
4121,Penyakit Hepatitis C,Lelah,Kulit kekuningan,Mual,Hilang nafsu makan
4122,Penyakit Hepatitis D.,Nyeri sendi,Muntah,Lelah,Kulit kekuningan
4123,Hepatitis E,Nyeri sendi,Muntah,Lelah,Demam tinggi
4124,Hepatitis alkoholik,Muntah,Kulit kekuningan,Sakit perut bagian bawah,Perut bengkak
4125,Tuberkulosis,Demam menggigil,Muntah,Lelah,Penurunan berat badan
4126,Flu biasa,Bersin terus-menerus,Demam menggigil,Lelah,Batuk
4127,Radang paru-paru,Demam menggigil,Lelah,Batuk,Demam tinggi
4128,Wasir dimorfik (ambeien),Susah buang air besar (sembelit),Nyeri saat buang air besar,Nyeri di sekitar anus,Tinja berdarah
4129,Serangan jantung,Muntah,Sesak napas,Berkeringat,Nyeri dada
4130,Pembuluh mekar,Lelah,Kram,Memar,Obesitas (kelebihan berat badan)
4131,Hipotiroidisme,Lelah,Kenaikan berat badan,Tangan dan kaki terasa dingin,Perubahan suasana hati
4132,Hipertiroidisme,Lelah,Perubahan suasana hati,Penurunan berat badan,Gelisah
4133,Hipoglikemia,Muntah,Lelah,Cemas,Berkeringat
4134,Osteoartritis,Nyeri sendi,Sakit leher,Nyeri lutut,Nyeri sendi pinggul
4135,Radang sendi,Lemah otot,Leher kaku,Sendi bengkak,Kaku saat bergerak
4136,(vertigo) Vertigo Posisi Paroymsal,Muntah,Sakit kepala,Mual,Rasa berputar (vertigo)
4137,Jerawat,Ruam kulit,Jerawat bernanah,Komedo,kulit berminyak
4138,Infeksi saluran kemih,Rasa panas saat buang air kecil,Tidak nyaman di kandung kemih,bau_pesing_yang_busuk,Rasa ingin buang air kecil terus-menerus
4139,Psoriasis,Ruam kulit,Nyeri sendi,Kulit mengelupas,Lapisan putih seperti serpihan di kulit
4140,Impetigo,Ruam kulit,Demam tinggi,Lepuh,Luka merah di sekitar hidung
4141,Infeksi jamur,Gatal,Ruam kulit,Benjolan kulit,bercak diskromik
4142,Alergi,Bersin terus-menerus,Gemetar,Demam menggigil,Mata berair
4143,Penyakit GERD,Sakit perut,Asam lambung naik,Luka di lidah,Muntah
4144,Kolestasis kronis,Gatal,Muntah,Kulit kekuningan,Mual
4145,Reaksi Obat,Gatal,Ruam kulit,Sakit perut,Rasa panas saat buang air kecil
4146,Penyakit tukak lambung,Muntah,Perut terasa tidak nyaman,Hilang nafsu makan,Sakit perut bagian bawah
4147,AIDS,Penyusutan otot,Bercak di tenggorokan,Demam tinggi,Hubungan di luar pernikahan
4148,Diabetes,Lelah,Penurunan berat badan,Gelisah,Lesu
4149,Radang perut,Muntah,Mata cekung,Kekurangan cairan (dehidrasi),Diare
4150,Asma Bronkial,Lelah,Batuk,Demam tinggi,Sesak napas
4151,Hipertensi,Sakit kepala,Nyeri dada,Pusing,Kehilangan keseimbangan
4152,Migrain,Asam lambung naik,Perut terasa tidak nyaman,Sakit kepala,Pandangan kabur
4153,Spondilosis serviks,Nyeri punggung,Kelemahan pada tangan atau kaki,Sakit leher,Pusing
4154,Kelumpuhan (pendarahan otak),Muntah,Sakit kepala,Lemah di satu sisi tubuh,Kesadaran terganggu
4155,Penyakit kuning,Gatal,Muntah,Lelah,Penurunan berat badan
4156,Malaria,Demam menggigil,Muntah,Demam tinggi,Berkeringat
4157,Cacar air,Gatal,Ruam kulit,Lelah,Lesu
4158,Demam Berdarah,Ruam kulit,Demam menggigil,Nyeri sendi,Muntah
4159,Penyakit tipus,Demam menggigil,Muntah,Lelah,Demam tinggi
4160,penyakit hepatitis A,Nyeri sendi,Muntah,Kulit kekuningan,Urin berwarna gelap
4161,Penyakit Hepatitis B,Gatal,Lelah,Lesu,Kulit kekuningan
4162,Penyakit Hepatitis C,Lelah,Kulit kekuningan,Mual,Hilang nafsu makan
4163,Penyakit Hepatitis D.,Nyeri sendi,Muntah,Lelah,Kulit kekuningan
4164,Hepatitis E,Nyeri sendi,Muntah,Lelah,Demam tinggi
4165,Hepatitis alkoholik,Muntah,Kulit kekuningan,Sakit perut bagian bawah,Perut bengkak
4166,Tuberkulosis,Demam menggigil,Muntah,Lelah,Penurunan berat badan
4167,Flu biasa,Bersin terus-menerus,Demam menggigil,Lelah,Batuk
4168,Radang paru-paru,Demam menggigil,Lelah,Batuk,Demam tinggi
4169,Wasir dimorfik (ambeien),Susah buang air besar (sembelit),Nyeri saat buang air besar,Nyeri di sekitar anus,Tinja berdarah
4170,Serangan jantung,Muntah,Sesak napas,Berkeringat,Nyeri dada
4171,Pembuluh mekar,Lelah,Kram,Memar,Obesitas (kelebihan berat badan)
4172,Hipotiroidisme,Lelah,Kenaikan berat badan,Tangan dan kaki terasa dingin,Perubahan suasana hati
4173,Hipertiroidisme,Lelah,Perubahan suasana hati,Penurunan berat badan,Gelisah
4174,Hipoglikemia,Muntah,Lelah,Cemas,Berkeringat
4175,Osteoartritis,Nyeri sendi,Sakit leher,Nyeri lutut,Nyeri sendi pinggul
4176,Radang sendi,Lemah otot,Leher kaku,Sendi bengkak,Kaku saat bergerak
4177,(vertigo) Vertigo Posisi Paroymsal,Muntah,Sakit kepala,Mual,Rasa berputar (vertigo)
4178,Jerawat,Ruam kulit,Jerawat bernanah,Komedo,kulit berminyak
4179,Infeksi saluran kemih,Rasa panas saat buang air kecil,Tidak nyaman di kandung kemih,bau_pesing_yang_busuk,Rasa ingin buang air kecil terus-menerus
4180,Psoriasis,Ruam kulit,Nyeri sendi,Kulit mengelupas,Lapisan putih seperti serpihan di kulit
4181,Impetigo,Ruam kulit,Demam tinggi,Lepuh,Luka merah di sekitar hidung
4182,Infeksi jamur,Gatal,Ruam kulit,Benjolan kulit,bercak diskromik
4183,Alergi,Bersin terus-menerus,Gemetar,Demam menggigil,Mata berair
4184,Penyakit GERD,Sakit perut,Asam lambung naik,Luka di lidah,Muntah
4185,Kolestasis kronis,Gatal,Muntah,Kulit kekuningan,Mual
4186,Reaksi Obat,Gatal,Ruam kulit,Sakit perut,Rasa panas saat buang air kecil
4187,Penyakit tukak lambung,Muntah,Perut terasa tidak nyaman,Hilang nafsu makan,Sakit perut bagian bawah
4188,AIDS,Penyusutan otot,Bercak di tenggorokan,Demam tinggi,Hubungan di luar pernikahan
4189,Diabetes,Lelah,Penurunan berat badan,Gelisah,Lesu
4190,Radang perut,Muntah,Mata cekung,Kekurangan cairan (dehidrasi),Diare
4191,Asma Bronkial,Lelah,Batuk,Demam tinggi,Sesak napas
4192,Hipertensi,Sakit kepala,Nyeri dada,Pusing,Kehilangan keseimbangan
4193,Migrain,Asam lambung naik,Perut terasa tidak nyaman,Sakit kepala,Pandangan kabur
4194,Spondilosis serviks,Nyeri punggung,Kelemahan pada tangan atau kaki,Sakit leher,Pusing
4195,Kelumpuhan (pendarahan otak),Muntah,Sakit kepala,Lemah di satu sisi tubuh,Kesadaran terganggu
4196,Penyakit kuning,Gatal,Muntah,Lelah,Penurunan berat badan
4197,Malaria,Demam menggigil,Muntah,Demam tinggi,Berkeringat
4198,Cacar air,Gatal,Ruam kulit,Lelah,Lesu
4199,Demam Berdarah,Ruam kulit,Demam menggigil,Nyeri sendi,Muntah
4200,Penyakit tipus,Demam menggigil,Muntah,Lelah,Demam tinggi
4201,penyakit hepatitis A,Nyeri sendi,Muntah,Kulit kekuningan,Urin berwarna gelap
4202,Penyakit Hepatitis B,Gatal,Lelah,Lesu,Kulit kekuningan
4203,Penyakit Hepatitis C,Lelah,Kulit kekuningan,Mual,Hilang nafsu makan
4204,Penyakit Hepatitis D.,Nyeri sendi,Muntah,Lelah,Kulit kekuningan
4205,Hepatitis E,Nyeri sendi,Muntah,Lelah,Demam tinggi
4206,Hepatitis alkoholik,Muntah,Kulit kekuningan,Sakit perut bagian bawah,Perut bengkak
4207,Tuberkulosis,Demam menggigil,Muntah,Lelah,Penurunan berat badan
4208,Flu biasa,Bersin terus-menerus,Demam menggigil,Lelah,Batuk
4209,Radang paru-paru,Demam menggigil,Lelah,Batuk,Demam tinggi
4210,Wasir dimorfik (ambeien),Susah buang air besar (sembelit),Nyeri saat buang air besar,Nyeri di sekitar anus,Tinja berdarah
4211,Serangan jantung,Muntah,Sesak napas,Berkeringat,Nyeri dada
4212,Pembuluh mekar,Lelah,Kram,Memar,Obesitas (kelebihan berat badan)
4213,Hipotiroidisme,Lelah,Kenaikan berat badan,Tangan dan kaki terasa dingin,Perubahan suasana hati
4214,Hipertiroidisme,Lelah,Perubahan suasana hati,Penurunan berat badan,Gelisah
4215,Hipoglikemia,Muntah,Lelah,Cemas,Berkeringat
4216,Osteoartritis,Nyeri sendi,Sakit leher,Nyeri lutut,Nyeri sendi pinggul
4217,Radang sendi,Lemah otot,Leher kaku,Sendi bengkak,Kaku saat bergerak
4218,(vertigo) Vertigo Posisi Paroymsal,Muntah,Sakit kepala,Mual,Rasa berputar (vertigo)
4219,Jerawat,Ruam kulit,Jerawat bernanah,Komedo,kulit berminyak
4220,Infeksi saluran kemih,Rasa panas saat buang air kecil,Tidak nyaman di kandung kemih,bau_pesing_yang_busuk,Rasa ingin buang air kecil terus-menerus
4221,Psoriasis,Ruam kulit,Nyeri sendi,Kulit mengelupas,Lapisan putih seperti serpihan di kulit
4222,Impetigo,Ruam kulit,Demam tinggi,Lepuh,Luka merah di sekitar hidung
4223,Infeksi jamur,Gatal,Ruam kulit,Benjolan kulit,bercak diskromik
4224,Alergi,Bersin terus-menerus,Gemetar,Demam menggigil,Mata berair
4225,Penyakit GERD,Sakit perut,Asam lambung naik,Luka di lidah,Muntah
4226,Kolestasis kronis,Gatal,Muntah,Kulit kekuningan,Mual
4227,Reaksi Obat,Gatal,Ruam kulit,Sakit perut,Rasa panas saat buang air kecil
4228,Penyakit tukak lambung,Muntah,Perut terasa tidak nyaman,Hilang nafsu makan,Sakit perut bagian bawah
4229,AIDS,Penyusutan otot,Bercak di tenggorokan,Demam tinggi,Hubungan di luar pernikahan
4230,Diabetes,Lelah,Penurunan berat badan,Gelisah,Lesu
4231,Radang perut,Muntah,Mata cekung,Kekurangan cairan (dehidrasi),Diare
4232,Asma Bronkial,Lelah,Batuk,Demam tinggi,Sesak napas
4233,Hipertensi,Sakit kepala,Nyeri dada,Pusing,Kehilangan keseimbangan
4234,Migrain,Asam lambung naik,Perut terasa tidak nyaman,Sakit kepala,Pandangan kabur
4235,Spondilosis serviks,Nyeri punggung,Kelemahan pada tangan atau kaki,Sakit leher,Pusing
4236,Kelumpuhan (pendarahan otak),Muntah,Sakit kepala,Lemah di satu sisi tubuh,Kesadaran terganggu
4237,Penyakit kuning,Gatal,Muntah,Lelah,Penurunan berat badan
4238,Malaria,Demam menggigil,Muntah,Demam tinggi,Berkeringat
4239,Cacar air,Gatal,Ruam kulit,Lelah,Lesu
4240,Demam Berdarah,Ruam kulit,Demam menggigil,Nyeri sendi,Muntah
4241,Penyakit tipus,Demam menggigil,Muntah,Lelah,Demam tinggi
4242,penyakit hepatitis A,Nyeri sendi,Muntah,Kulit kekuningan,Urin berwarna gelap
4243,Penyakit Hepatitis B,Gatal,Lelah,Lesu,Kulit kekuningan
4244,Penyakit Hepatitis C,Lelah,Kulit kekuningan,Mual,Hilang nafsu makan
4245,Penyakit Hepatitis D.,Nyeri sendi,Muntah,Lelah,Kulit kekuningan
4246,Hepatitis E,Nyeri sendi,Muntah,Lelah,Demam tinggi
4247,Hepatitis alkoholik,Muntah,Kulit kekuningan,Sakit perut bagian bawah,Perut bengkak
4248,Tuberkulosis,Demam menggigil,Muntah,Lelah,Penurunan berat badan
4249,Flu biasa,Bersin terus-menerus,Demam menggigil,Lelah,Batuk
4250,Radang paru-paru,Demam menggigil,Lelah,Batuk,Demam tinggi
4251,Wasir dimorfik (ambeien),Susah buang air besar (sembelit),Nyeri saat buang air besar,Nyeri di sekitar anus,Tinja berdarah
4252,Serangan jantung,Muntah,Sesak napas,Berkeringat,Nyeri dada
4253,Pembuluh mekar,Lelah,Kram,Memar,Obesitas (kelebihan berat badan)
4254,Hipotiroidisme,Lelah,Kenaikan berat badan,Tangan dan kaki terasa dingin,Perubahan suasana hati
4255,Hipertiroidisme,Lelah,Perubahan suasana hati,Penurunan berat badan,Gelisah
4256,Hipoglikemia,Muntah,Lelah,Cemas,Berkeringat
4257,Osteoartritis,Nyeri sendi,Sakit leher,Nyeri lutut,Nyeri sendi pinggul
4258,Radang sendi,Lemah otot,Leher kaku,Sendi bengkak,Kaku saat bergerak
4259,(vertigo) Vertigo Posisi Paroymsal,Muntah,Sakit kepala,Mual,Rasa berputar (vertigo)
4260,Jerawat,Ruam kulit,Jerawat bernanah,Komedo,kulit berminyak
4261,Infeksi saluran kemih,Rasa panas saat buang air kecil,Tidak nyaman di kandung kemih,bau_pesing_yang_busuk,Rasa ingin buang air kecil terus-menerus
4262,Psoriasis,Ruam kulit,Nyeri sendi,Kulit mengelupas,Lapisan putih seperti serpihan di kulit
4263,Impetigo,Ruam kulit,Demam tinggi,Lepuh,Luka merah di sekitar hidung
4264,Infeksi jamur,Gatal,Ruam kulit,Benjolan kulit,bercak diskromik
4265,Alergi,Bersin terus-menerus,Gemetar,Demam menggigil,Mata berair
4266,Penyakit GERD,Sakit perut,Asam lambung naik,Luka di lidah,Muntah
4267,Kolestasis kronis,Gatal,Muntah,Kulit kekuningan,Mual
4268,Reaksi Obat,Gatal,Ruam kulit,Sakit perut,Rasa panas saat buang air kecil
4269,Penyakit tukak lambung,Muntah,Perut terasa tidak nyaman,Hilang nafsu makan,Sakit perut bagian bawah
4270,AIDS,Penyusutan otot,Bercak di tenggorokan,Demam tinggi,Hubungan di luar pernikahan
4271,Diabetes,Lelah,Penurunan berat badan,Gelisah,Lesu
4272,Radang perut,Muntah,Mata cekung,Kekurangan cairan (dehidrasi),Diare
4273,Asma Bronkial,Lelah,Batuk,Demam tinggi,Sesak napas
4274,Hipertensi,Sakit kepala,Nyeri dada,Pusing,Kehilangan keseimbangan
4275,Migrain,Asam lambung naik,Perut terasa tidak nyaman,Sakit kepala,Pandangan kabur
4276,Spondilosis serviks,Nyeri punggung,Kelemahan pada tangan atau kaki,Sakit leher,Pusing
4277,Kelumpuhan (pendarahan otak),Muntah,Sakit kepala,Lemah di satu sisi tubuh,Kesadaran terganggu
4278,Penyakit kuning,Gatal,Muntah,Lelah,Penurunan berat badan
4279,Malaria,Demam menggigil,Muntah,Demam tinggi,Berkeringat
4280,Cacar air,Gatal,Ruam kulit,Lelah,Lesu
4281,Demam Berdarah,Ruam kulit,Demam menggigil,Nyeri sendi,Muntah
4282,Penyakit tipus,Demam menggigil,Muntah,Lelah,Demam tinggi
4283,penyakit hepatitis A,Nyeri sendi,Muntah,Kulit kekuningan,Urin berwarna gelap
4284,Penyakit Hepatitis B,Gatal,Lelah,Lesu,Kulit kekuningan
4285,Penyakit Hepatitis C,Lelah,Kulit kekuningan,Mual,Hilang nafsu makan
4286,Penyakit Hepatitis D.,Nyeri sendi,Muntah,Lelah,Kulit kekuningan
4287,Hepatitis E,Nyeri sendi,Muntah,Lelah,Demam tinggi
4288,Hepatitis alkoholik,Muntah,Kulit kekuningan,Sakit perut bagian bawah,Perut bengkak
4289,Tuberkulosis,Demam menggigil,Muntah,Lelah,Penurunan berat badan
4290,Flu biasa,Bersin terus-menerus,Demam menggigil,Lelah,Batuk
4291,Radang paru-paru,Demam menggigil,Lelah,Batuk,Demam tinggi
4292,Wasir dimorfik (ambeien),Susah buang air besar (sembelit),Nyeri saat buang air besar,Nyeri di sekitar anus,Tinja berdarah
4293,Serangan jantung,Muntah,Sesak napas,Berkeringat,Nyeri dada
4294,Pembuluh mekar,Lelah,Kram,Memar,Obesitas (kelebihan berat badan)
4295,Hipotiroidisme,Lelah,Kenaikan berat badan,Tangan dan kaki terasa dingin,Perubahan suasana hati
4296,Hipertiroidisme,Lelah,Perubahan suasana hati,Penurunan berat badan,Gelisah
4297,Hipoglikemia,Muntah,Lelah,Cemas,Berkeringat
4298,Osteoartritis,Nyeri sendi,Sakit leher,Nyeri lutut,Nyeri sendi pinggul
4299,Radang sendi,Lemah otot,Leher kaku,Sendi bengkak,Kaku saat bergerak
4300,(vertigo) Vertigo Posisi Paroymsal,Muntah,Sakit kepala,Mual,Rasa berputar (vertigo)
4301,Jerawat,Ruam kulit,Jerawat bernanah,Komedo,kulit berminyak
4302,Infeksi saluran kemih,Rasa panas saat buang air kecil,Tidak nyaman di kandung kemih,bau_pesing_yang_busuk,Rasa ingin buang air kecil terus-menerus
4303,Psoriasis,Ruam kulit,Nyeri sendi,Kulit mengelupas,Lapisan putih seperti serpihan di kulit
4304,Impetigo,Ruam kulit,Demam tinggi,Lepuh,Luka merah di sekitar hidung
4305,Infeksi jamur,Gatal,Ruam kulit,Benjolan kulit,bercak diskromik
4306,Alergi,Bersin terus-menerus,Gemetar,Demam menggigil,Mata berair
4307,Penyakit GERD,Sakit perut,Asam lambung naik,Luka di lidah,Muntah
4308,Kolestasis kronis,Gatal,Muntah,Kulit kekuningan,Mual
4309,Reaksi Obat,Gatal,Ruam kulit,Sakit perut,Rasa panas saat buang air kecil
4310,Penyakit tukak lambung,Muntah,Perut terasa tidak nyaman,Hilang nafsu makan,Sakit perut bagian bawah
4311,AIDS,Penyusutan otot,Bercak di tenggorokan,Demam tinggi,Hubungan di luar pernikahan
4312,Diabetes,Lelah,Penurunan berat badan,Gelisah,Lesu
4313,Radang perut,Muntah,Mata cekung,Kekurangan cairan (dehidrasi),Diare
4314,Asma Bronkial,Lelah,Batuk,Demam tinggi,Sesak napas
4315,Hipertensi,Sakit kepala,Nyeri dada,Pusing,Kehilangan keseimbangan
4316,Migrain,Asam lambung naik,Perut terasa tidak nyaman,Sakit kepala,Pandangan kabur
4317,Spondilosis serviks,Nyeri punggung,Kelemahan pada tangan atau kaki,Sakit leher,Pusing
4318,Kelumpuhan (pendarahan otak),Muntah,Sakit kepala,Lemah di satu sisi tubuh,Kesadaran terganggu
4319,Penyakit kuning,Gatal,Muntah,Lelah,Penurunan berat badan
4320,Malaria,Demam menggigil,Muntah,Demam tinggi,Berkeringat
4321,Cacar air,Gatal,Ruam kulit,Lelah,Lesu
4322,Demam Berdarah,Ruam kulit,Demam menggigil,Nyeri sendi,Muntah
4323,Penyakit tipus,Demam menggigil,Muntah,Lelah,Demam tinggi
4324,penyakit hepatitis A,Nyeri sendi,Muntah,Kulit kekuningan,Urin berwarna gelap
4325,Penyakit Hepatitis B,Gatal,Lelah,Lesu,Kulit kekuningan
4326,Penyakit Hepatitis C,Lelah,Kulit kekuningan,Mual,Hilang nafsu makan
4327,Penyakit Hepatitis D.,Nyeri sendi,Muntah,Lelah,Kulit kekuningan
4328,Hepatitis E,Nyeri sendi,Muntah,Lelah,Demam tinggi
4329,Hepatitis alkoholik,Muntah,Kulit kekuningan,Sakit perut bagian bawah,Perut bengkak
4330,Tuberkulosis,Demam menggigil,Muntah,Lelah,Penurunan berat badan
4331,Flu biasa,Bersin terus-menerus,Demam menggigil,Lelah,Batuk
4332,Radang paru-paru,Demam menggigil,Lelah,Batuk,Demam tinggi
4333,Wasir dimorfik (ambeien),Susah buang air besar (sembelit),Nyeri saat buang air besar,Nyeri di sekitar anus,Tinja berdarah
4334,Serangan jantung,Muntah,Sesak napas,Berkeringat,Nyeri dada
4335,Pembuluh mekar,Lelah,Kram,Memar,Obesitas (kelebihan berat badan)
4336,Hipotiroidisme,Lelah,Kenaikan berat badan,Tangan dan kaki terasa dingin,Perubahan suasana hati
4337,Hipertiroidisme,Lelah,Perubahan suasana hati,Penurunan berat badan,Gelisah
4338,Hipoglikemia,Muntah,Lelah,Cemas,Berkeringat
4339,Osteoartritis,Nyeri sendi,Sakit leher,Nyeri lutut,Nyeri sendi pinggul
4340,Radang sendi,Lemah otot,Leher kaku,Sendi bengkak,Kaku saat bergerak
4341,(vertigo) Vertigo Posisi Paroymsal,Muntah,Sakit kepala,Mual,Rasa berputar (vertigo)
4342,Jerawat,Ruam kulit,Jerawat bernanah,Komedo,kulit berminyak
4343,Infeksi saluran kemih,Rasa panas saat buang air kecil,Tidak nyaman di kandung kemih,bau_pesing_yang_busuk,Rasa ingin buang air kecil terus-menerus
4344,Psoriasis,Ruam kulit,Nyeri sendi,Kulit mengelupas,Lapisan putih seperti serpihan di kulit
4345,Impetigo,Ruam kulit,Demam tinggi,Lepuh,Luka merah di sekitar hidung
4346,Infeksi jamur,Gatal,Ruam kulit,Benjolan kulit,bercak diskromik
4347,Alergi,Bersin terus-menerus,Gemetar,Demam menggigil,Mata berair
4348,Penyakit GERD,Sakit perut,Asam lambung naik,Luka di lidah,Muntah
4349,Kolestasis kronis,Gatal,Muntah,Kulit kekuningan,Mual
4350,Reaksi Obat,Gatal,Ruam kulit,Sakit perut,Rasa panas saat buang air kecil
4351,Penyakit tukak lambung,Muntah,Perut terasa tidak nyaman,Hilang nafsu makan,Sakit perut bagian bawah
4352,AIDS,Penyusutan otot,Bercak di tenggorokan,Demam tinggi,Hubungan di luar pernikahan
4353,Diabetes,Lelah,Penurunan berat badan,Gelisah,Lesu
4354,Radang perut,Muntah,Mata cekung,Kekurangan cairan (dehidrasi),Diare
4355,Asma Bronkial,Lelah,Batuk,Demam tinggi,Sesak napas
4356,Hipertensi,Sakit kepala,Nyeri dada,Pusing,Kehilangan keseimbangan
4357,Migrain,Asam lambung naik,Perut terasa tidak nyaman,Sakit kepala,Pandangan kabur
4358,Spondilosis serviks,Nyeri punggung,Kelemahan pada tangan atau kaki,Sakit leher,Pusing
4359,Kelumpuhan (pendarahan otak),Muntah,Sakit kepala,Lemah di satu sisi tubuh,Kesadaran terganggu
4360,Penyakit kuning,Gatal,Muntah,Lelah,Penurunan berat badan
4361,Malaria,Demam menggigil,Muntah,Demam tinggi,Berkeringat
4362,Cacar air,Gatal,Ruam kulit,Lelah,Lesu
4363,Demam Berdarah,Ruam kulit,Demam menggigil,Nyeri sendi,Muntah
4364,Penyakit tipus,Demam menggigil,Muntah,Lelah,Demam tinggi
4365,penyakit hepatitis A,Nyeri sendi,Muntah,Kulit kekuningan,Urin berwarna gelap
4366,Penyakit Hepatitis B,Gatal,Lelah,Lesu,Kulit kekuningan
4367,Penyakit Hepatitis C,Lelah,Kulit kekuningan,Mual,Hilang nafsu makan
4368,Penyakit Hepatitis D.,Nyeri sendi,Muntah,Lelah,Kulit kekuningan
4369,Hepatitis E,Nyeri sendi,Muntah,Lelah,Demam tinggi
4370,Hepatitis alkoholik,Muntah,Kulit kekuningan,Sakit perut bagian bawah,Perut bengkak
4371,Tuberkulosis,Demam menggigil,Muntah,Lelah,Penurunan berat badan
4372,Flu biasa,Bersin terus-menerus,Demam menggigil,Lelah,Batuk
4373,Radang paru-paru,Demam menggigil,Lelah,Batuk,Demam tinggi
4374,Wasir dimorfik (ambeien),Susah buang air besar (sembelit),Nyeri saat buang air besar,Nyeri di sekitar anus,Tinja berdarah
4375,Serangan jantung,Muntah,Sesak napas,Berkeringat,Nyeri dada
4376,Pembuluh mekar,Lelah,Kram,Memar,Obesitas (kelebihan berat badan)
4377,Hipotiroidisme,Lelah,Kenaikan berat badan,Tangan dan kaki terasa dingin,Perubahan suasana hati
4378,Hipertiroidisme,Lelah,Perubahan suasana hati,Penurunan berat badan,Gelisah
4379,Hipoglikemia,Muntah,Lelah,Cemas,Berkeringat
4380,Osteoartritis,Nyeri sendi,Sakit leher,Nyeri lutut,Nyeri sendi pinggul
4381,Radang sendi,Lemah otot,Leher kaku,Sendi bengkak,Kaku saat bergerak
4382,(vertigo) Vertigo Posisi Paroymsal,Muntah,Sakit kepala,Mual,Rasa berputar (vertigo)
4383,Jerawat,Ruam kulit,Jerawat bernanah,Komedo,kulit berminyak
4384,Infeksi saluran kemih,Rasa panas saat buang air kecil,Tidak nyaman di kandung kemih,bau_pesing_yang_busuk,Rasa ingin buang air kecil terus-menerus
4385,Psoriasis,Ruam kulit,Nyeri sendi,Kulit mengelupas,Lapisan putih seperti serpihan di kulit
4386,Impetigo,Ruam kulit,Demam tinggi,Lepuh,Luka merah di sekitar hidung
4387,Infeksi jamur,Gatal,Ruam kulit,Benjolan kulit,bercak diskromik
4388,Alergi,Bersin terus-menerus,Gemetar,Demam menggigil,Mata berair
4389,Penyakit GERD,Sakit perut,Asam lambung naik,Luka di lidah,Muntah
4390,Kolestasis kronis,Gatal,Muntah,Kulit kekuningan,Mual
4391,Reaksi Obat,Gatal,Ruam kulit,Sakit perut,Rasa panas saat buang air kecil
4392,Penyakit tukak lambung,Muntah,Perut terasa tidak nyaman,Hilang nafsu makan,Sakit perut bagian bawah
4393,AIDS,Penyusutan otot,Bercak di tenggorokan,Demam tinggi,Hubungan di luar pernikahan
4394,Diabetes,Lelah,Penurunan berat badan,Gelisah,Lesu
4395,Radang perut,Muntah,Mata cekung,Kekurangan cairan (dehidrasi),Diare
4396,Asma Bronkial,Lelah,Batuk,Demam tinggi,Sesak napas
4397,Hipertensi,Sakit kepala,Nyeri dada,Pusing,Kehilangan keseimbangan
4398,Migrain,Asam lambung naik,Perut terasa tidak nyaman,Sakit kepala,Pandangan kabur
4399,Spondilosis serviks,Nyeri punggung,Kelemahan pada tangan atau kaki,Sakit leher,Pusing
4400,Kelumpuhan (pendarahan otak),Muntah,Sakit kepala,Lemah di satu sisi tubuh,Kesadaran terganggu
4401,Penyakit kuning,Gatal,Muntah,Lelah,Penurunan berat badan
4402,Malaria,Demam menggigil,Muntah,Demam tinggi,Berkeringat
4403,Cacar air,Gatal,Ruam kulit,Lelah,Lesu
4404,Demam Berdarah,Ruam kulit,Demam menggigil,Nyeri sendi,Muntah
4405,Penyakit tipus,Demam menggigil,Muntah,Lelah,Demam tinggi
4406,penyakit hepatitis A,Nyeri sendi,Muntah,Kulit kekuningan,Urin berwarna gelap
4407,Penyakit Hepatitis B,Gatal,Lelah,Lesu,Kulit kekuningan
4408,Penyakit Hepatitis C,Lelah,Kulit kekuningan,Mual,Hilang nafsu makan
4409,Penyakit Hepatitis D.,Nyeri sendi,Muntah,Lelah,Kulit kekuningan
